0.19682,0.20081,0.70783,0
0.28451,-0.45325,1.2746,0
0.31221,-0.31854,1.1259,0
0.3406,-0.31333,1.1259,0
0.37363,-0.30943,1.1247,0
0.44274,-0.30033,1.1247,0
0.45951,-0.29772,1.1247,0
0.48137,-0.29382,1.1247,0
0.50187,-0.29252,1.1247,0
0.52474,-0.29122,1.1247,0
0.55747,-0.28992,1.1247,0
0.64321,-0.28862,1.1247,0
0.67349,-0.28732,1.1247,0
0.69534,-0.28602,1.1247,0
0.70882,-0.28472,1.1247,0
0.7291,-0.28211,1.1247,0
0.74836,-0.27821,1.1247,0
0.76582,-0.27171,1.1247,0
0.78166,-0.2665,1.1247,0
0.79731,-0.26,1.1247,0
0.81327,-0.2548,1.1247,0
0.83265,-0.2522,1.1247,0
0.84947,-0.25089,1.1247,0
0.86667,-0.24829,1.1247,0
0.88358,-0.24569,1.1247,0
0.89786,-0.24439,1.1247,0
0.91054,-0.24309,1.1247,0
0.92402,-0.24179,1.1247,0
0.93712,-0.23919,1.1247,0
0.95146,-0.23659,1.1247,0
0.96369,-0.23528,1.1247,0
0.97782,-0.23398,1.1247,0
0.99443,-0.23138,1.1247,0
1.0129,-0.22748,1.1247,0
1.0321,-0.22488,1.1247,0
1.0508,-0.22228,1.1247,0
1.069,-0.21837,1.1247,0
1.0882,-0.21707,1.1247,0
1.1069,-0.21187,1.1247,0
1.1273,-0.20927,1.1247,0
1.1469,-0.20276,1.1247,0
1.1674,-0.20016,1.1247,0
1.1857,-0.19496,1.1247,0
1.2047,-0.18976,1.1247,0
1.2243,-0.18455,1.1247,0
1.2448,-0.18065,1.1247,0
1.267,-0.17805,1.1247,0
1.2865,-0.17545,1.1247,0
1.3049,-0.17154,1.1247,0
1.3303,-0.16634,1.1247,0
1.3502,-0.15984,1.1247,0
1.3703,-0.15854,1.1247,0
1.3885,-0.15593,1.1247,0
1.4069,-0.15333,1.1247,0
1.4234,-0.14943,1.1247,0
1.441,-0.14683,1.1247,0
1.4586,-0.14293,1.1247,0
1.4773,-0.13902,1.1247,0
1.4943,-0.13642,1.1247,0
1.5107,-0.13512,1.1247,0
1.528,-0.13252,1.1235,0
1.5437,-0.12992,1.1235,0
1.5634,-0.12732,1.1223,0
1.5848,-0.12211,1.1223,0
1.6018,-0.11951,1.1223,0
1.6191,-0.11431,1.1223,0
1.6344,-0.1065,1.1211,0
1.6527,-0.098699,1.1199,0
1.6688,-0.088293,1.1187,0
1.6849,-0.080488,1.1187,0
1.701,-0.072683,1.1187,0
1.7191,-0.066179,1.1187,0
1.7464,-0.063577,1.1187,0
1.7703,-0.060976,1.1187,0
1.781,-0.059675,1.1187,0
1.7988,-0.057073,1.1187,0
1.8162,-0.054472,1.1187,0
1.8343,-0.049268,1.1187,0
1.8499,-0.046667,1.1187,0
1.866,-0.044065,1.1187,0
1.8827,-0.038862,1.1187,0
1.8987,-0.033659,1.1187,0
1.9118,-0.032358,1.1187,0
1.9265,-0.028455,1.1187,0
1.9415,-0.024553,1.1187,0
1.9558,-0.021951,1.1187,0
1.9702,-0.018049,1.1187,0
1.9852,-0.014146,1.1187,0
1.9991,-0.012846,1.1187,0
2.0151,-0.010244,1.1199,0
2.0292,-0.0076423,1.1199,0
2.0436,-0.0037398,1.1211,0
2.058,-0.0011382,1.1211,0
2.0722,0.0001626,1.1211,0
2.087,0.004065,1.1211,0
2.1025,0.0053659,1.1211,0
2.1147,0.0079675,1.1211,0
2.1249,0.010569,1.1211,0
2.1361,0.01187,1.1211,0
2.1479,0.015772,1.1211,0
2.1694,0.018374,1.1211,0
2.1779,0.019675,1.1211,0
2.1897,0.022276,1.1211,0
2.2036,0.026179,1.1211,0
2.2167,0.02878,1.1199,0
2.2283,0.031382,1.1199,0
2.2394,0.032683,1.1199,0
2.2502,0.036585,1.1199,0
2.2686,0.039187,1.1199,0
2.2785,0.040488,1.1211,0
2.2915,0.04439,1.1211,0
2.3172,0.048293,1.1211,0
2.3267,0.049593,1.1211,0
2.3385,0.050894,1.1211,0
2.3506,0.054797,1.1211,0
2.3622,0.057398,1.1211,0
2.3736,0.061301,1.1211,0
2.3853,0.062602,1.1211,0
2.3956,0.065203,1.1211,0
2.404,0.066504,1.1211,0
2.4685,0.083415,1.1211,0
2.481,0.087317,1.1211,0
2.4929,0.09122,1.1211,0
2.5034,0.09252,1.1211,0
2.5143,0.095122,1.1211,0
2.5244,0.097724,1.1211,0
2.5347,0.10033,1.1211,0
2.5449,0.10163,1.1211,0
2.5558,0.10553,1.1211,0
2.5662,0.10683,1.1211,0
2.576,0.10813,1.1211,0
2.5866,0.10943,1.1211,0
2.5968,0.11073,1.1223,0
2.6065,0.11203,1.1223,0
2.6307,0.11463,1.1223,0
2.6453,0.11593,1.1223,0
2.6633,0.11724,1.1235,0
2.6763,0.11984,1.1235,0
2.6878,0.12374,1.1247,0
2.6988,0.12504,1.1247,0
2.709,0.12634,1.1247,0
2.7201,0.12764,1.1247,0
2.7307,0.12894,1.1247,0
2.7409,0.13024,1.1247,0
2.7522,0.13415,1.1235,0
2.7642,0.13675,1.1223,0
2.7738,0.13935,1.1223,0
2.7838,0.14065,1.1223,0
2.8049,0.14195,1.1223,0
2.8255,0.14325,1.1223,0
2.8558,0.14455,1.1211,0
2.8781,0.14585,1.1211,0
2.9467,0.14715,1.1211,0
2.9842,0.14715,1.1199,0
3.0053,0.14846,1.1187,0
3.0292,0.14976,1.1151,0
3.0507,0.15106,1.1114,0
3.0726,0.15236,1.1102,0
3.0896,0.15236,1.109,0
3.1198,0.15366,1.109,0
3.128,0.15366,1.1078,0
3.1518,0.15366,1.1066,0
3.1687,0.15496,1.1054,0
3.2019,0.15496,1.1042,0
3.2183,0.15496,1.103,0
3.2499,0.15496,1.1018,0
3.2658,0.15496,1.0994,0
3.2899,0.15496,1.0982,0
3.3062,0.15496,1.097,0
3.3226,0.15496,1.0958,0
3.3305,0.15496,1.0946,0
3.3497,0.15496,1.0934,0
3.357,0.15496,1.0922,0
3.3674,0.15496,1.091,0
3.3792,0.15496,1.0873,0
3.3885,0.15496,1.0861,0
3.3993,0.15496,1.0849,0
3.4102,0.15496,1.0825,0
3.4211,0.15496,1.0801,0
3.4418,0.15496,1.0777,0
3.4496,0.15496,1.0765,0
3.4597,0.15496,1.0753,0
3.4706,0.15496,1.0729,0
3.4913,0.15496,1.0705,0
3.5113,0.15496,1.0669,0
3.5224,0.15496,1.0657,0
3.5344,0.15626,1.062,0
3.5471,0.15626,1.0608,0
3.5591,0.15626,1.0572,0
3.5723,0.15626,1.0548,0
3.5849,0.15626,1.0512,0
3.6034,0.15626,1.0488,0
3.6163,0.15756,1.0452,0
3.6285,0.15756,1.044,0
3.6407,0.15756,1.0416,0
3.6533,0.15756,1.0392,0
3.6657,0.15756,1.038,0
3.6797,0.15756,1.0355,0
3.6913,0.15756,1.0343,0
3.7035,0.15756,1.0331,0
3.7147,0.15756,1.0319,0
3.7258,0.15756,1.0295,0
3.7363,0.15756,1.0283,0
3.7565,0.15756,1.0271,0
3.7649,0.15756,1.0247,0
3.7747,0.15886,1.0223,0
3.7861,0.15886,1.0211,0
3.8067,0.15886,1.0187,0
3.8157,0.15886,1.0175,0
3.8247,0.15886,1.0151,0
3.85,0.15886,1.0114,0
3.8658,0.15886,1.009,0
3.8795,0.15886,1.0066,0
3.8893,0.15886,1.0042,0
3.9006,0.15886,1.003,0
3.9125,0.15886,1.0006,0
3.9235,0.15886,0.9994,0
3.9351,0.15886,0.99578,0
3.9463,0.15886,0.99458,0
3.9569,0.15886,0.99337,0
3.968,0.15886,0.99096,0
3.9793,0.15886,0.98976,0
3.9913,0.15886,0.98855,0
4.0021,0.15886,0.98614,0
4.0231,0.15886,0.98373,0
4.0411,0.16016,0.98133,0
4.0588,0.16016,0.98012,0
4.0763,0.16016,0.97892,0
4.095,0.16016,0.97771,0
4.1034,0.16016,0.97651,0
4.1145,0.16016,0.9753,0
4.125,0.16016,0.97289,0
4.1365,0.16146,0.97169,0
4.1475,0.16146,0.97048,0
4.1686,0.16146,0.96807,0
4.1769,0.16146,0.96687,0
4.2012,0.16146,0.96446,0
4.2138,0.16146,0.96325,0
4.225,0.16276,0.96084,0
4.2502,0.16276,0.95723,0
4.264,0.16276,0.95602,0
4.2755,0.16276,0.95361,0
4.2873,0.16276,0.95241,0
4.2988,0.16276,0.9488,0
4.3104,0.16276,0.94759,0
4.3219,0.16276,0.94518,0
4.3349,0.16276,0.94398,0
4.3474,0.16276,0.94277,0
4.3586,0.16276,0.94157,0
4.3719,0.16276,0.93916,0
